      Comparison1   Comparison2  I3D_single_view_pcomp_Prediction  I3D_single_view_pcomp_max_Prediction  I3D_single_view_pcomp_MAP_Prediction  I3D_single_view_pcomp_MAP_max_Prediction  I3D_single_view_ptarget_Prediction  I3D_single_view_ptarget_max_Prediction  I3D_single_view_ptarget_MAP_Prediction  I3D_single_view_ptarget_MAP_max_Prediction  I3D_single_view_avg_Prediction  I3D_single_view_avg_max_Prediction  I3D_single_view_avg_MAP_Prediction  I3D_single_view_avg_MAP_max_Prediction
88    o4_t1_cs_d1   o4_t2_mf_d2                      9.857130e-01                          9.821086e-01                          9.620907e-01                              9.546276e-01                        9.999998e-01                            9.999998e-01                            9.999584e-01                                9.999730e-01                    9.961935e-01                        9.940263e-01                        9.702272e-01                            9.656754e-01
89    o4_t1_cs_d1   o4_t2_rp_d1                      2.488307e-01                          4.618067e-01                          2.236682e-03                              3.908128e-03                        7.571265e-02                            1.743369e-01                            1.169959e-05                                3.086820e-05                    9.271742e-02                        2.193874e-01                        5.187762e-05                            1.195537e-04
90    o4_t1_cs_d1   o4_t2_rp_d2                      3.491473e-05                          3.162725e-05                          1.158064e-08                              4.982049e-09                        1.699651e-03                            1.501427e-03                            3.729921e-07                                3.530478e-07                    1.252579e-04                        9.194090e-05                        1.474442e-08                            6.631497e-09
91    o4_t1_cs_d2   o4_t2_ap_d1                      8.269942e-01                          6.364483e-01                          9.363957e-01                              8.370690e-01                        9.735844e-01                            9.366414e-01                            9.976595e-01                                9.963978e-01                    9.629528e-01                        9.183359e-01                        9.943798e-01                            9.914913e-01
92    o4_t1_cs_d2   o4_t2_ap_d2                      4.292676e-06                          1.108382e-06                          5.571489e-06                              1.215548e-06                        8.430123e-05                            2.560242e-05                            4.115773e-05                                1.322507e-05                    3.901176e-05                        1.323853e-05                        3.113318e-05                            1.052228e-05
93    o4_t1_cs_d2   o4_t2_mf_d1                      9.905221e-01                          9.784540e-01                          9.999999e-01                              9.999999e-01                        9.998825e-01                            9.997890e-01                            9.999514e-01                                9.999191e-01                    9.992943e-01                        9.988685e-01                        9.999538e-01                            9.999212e-01
94    o4_t1_cs_d2   o4_t2_mf_d2                      9.994553e-01                          9.977833e-01                          9.999986e-01                              9.999959e-01                        1.000000e+00                            1.000000e+00                            1.000000e+00                                1.000000e+00                    9.999661e-01                        9.999061e-01                        9.999999e-01                            9.999999e-01
95    o4_t1_cs_d2   o4_t2_rp_d1                      8.980546e-01                          8.755609e-01                          9.842440e-01                              9.784109e-01                        9.215080e-01                            9.507758e-01                            9.557345e-01                                9.753635e-01                    9.200115e-01                        9.473365e-01                        9.571321e-01                            9.754425e-01
96    o4_t1_cs_d2   o4_t2_rp_d2                      9.276619e-04                          2.592805e-04                          3.226071e-04                              5.754410e-05                        1.961491e-01                            1.209199e-01                            4.076981e-01                                3.116690e-01                    1.390355e-02                        5.850849e-03                        6.305473e-03                            2.198154e-03
97    o4_t2_ap_d1   o4_t2_ap_d2                      8.980234e-07                          6.331295e-07                          3.784429e-07                              2.366002e-07                        2.287474e-06                            1.731902e-06                            9.656125e-08                                4.781167e-08                    1.500938e-06                        1.177267e-06                        1.759686e-07                            9.029967e-08
98    o4_t2_ap_d1   o4_t2_mf_d1                      9.562613e-01                          9.628810e-01                          9.999988e-01                              9.999996e-01                        9.956882e-01                            9.968898e-01                            9.796898e-01                                9.780989e-01                    9.819757e-01                        9.874222e-01                        9.918941e-01                            9.908958e-01
99    o4_t2_ap_d1   o4_t2_mf_d2                      9.974014e-01                          9.961257e-01                          9.999792e-01                              9.999789e-01                        9.999999e-01                            1.000000e+00                            1.000000e+00                                1.000000e+00                    9.991183e-01                        9.989453e-01                        9.999874e-01                            9.999875e-01
100   o4_t2_ap_d1   o4_t2_rp_d1                      6.482420e-01                          8.007624e-01                          8.092737e-01                              8.981799e-01                        2.415839e-01                            5.664551e-01                            4.821096e-02                                1.252056e-01                    3.067606e-01                        6.153326e-01                        1.120533e-01                            2.542157e-01
101   o4_t2_ap_d1   o4_t2_rp_d2                      1.942077e-04                          1.481226e-04                          2.191953e-05                              1.120117e-05                        6.577058e-03                            9.218903e-03                            1.612235e-03                                1.634242e-03                    5.421528e-04                        5.230823e-04                        3.586307e-05                            1.890503e-05
102   o4_t2_ap_d2   o4_t2_mf_d1                      1.000000e+00                          1.000000e+00                          1.000000e+00                              1.000000e+00                        1.000000e+00                            1.000000e+00                            1.000000e+00                                1.000000e+00                    1.000000e+00                        1.000000e+00                        1.000000e+00                            1.000000e+00
103   o4_t2_ap_d2   o4_t2_mf_d2                      1.000000e+00                          1.000000e+00                          1.000000e+00                              1.000000e+00                        1.000000e+00                            1.000000e+00                            1.000000e+00                                1.000000e+00                    1.000000e+00                        1.000000e+00                        1.000000e+00                            1.000000e+00
104   o4_t2_ap_d2   o4_t2_rp_d1                      9.999995e-01                          9.999998e-01                          9.999999e-01                              1.000000e+00                        9.999928e-01                            9.999987e-01                            9.999981e-01                                9.999997e-01                    9.999966e-01                        9.999993e-01                        9.999986e-01                            9.999997e-01
105   o4_t2_ap_d2   o4_t2_rp_d2                      9.953981e-01                          9.957445e-01                          9.830283e-01                              9.793144e-01                        9.996546e-01                            9.998139e-01                            9.999402e-01                                9.999708e-01                    9.972407e-01                        9.977556e-01                        9.951175e-01                            9.952463e-01
106   o4_t2_mf_d1   o4_t2_mf_d2                      9.461091e-01                          9.083553e-01                          5.280799e-02                              1.733605e-02                        9.999872e-01                            9.999920e-01                            9.999995e-01                                9.999997e-01                    9.541297e-01                        9.234554e-01                        9.984586e-01                            9.986448e-01
107   o4_t2_mf_d1   o4_t2_rp_d1                      7.773851e-02                          1.341521e-01                          4.924538e-06                              3.289810e-06                        1.377511e-03                            4.059830e-03                            1.049000e-03                                3.194568e-03                    8.056768e-03                        1.996942e-02                        1.030207e-03                            3.122076e-03
108   o4_t2_mf_d1   o4_t2_rp_d2                      8.884560e-06                          5.710929e-06                          2.544038e-11                              4.177446e-12                        2.866937e-05                            2.902901e-05                            3.347656e-05                                3.665175e-05                    9.956587e-06                        6.666465e-06                        2.930874e-07                            1.736993e-07
109   o4_t2_mf_d2   o4_t2_rp_d1                      4.778327e-03                          1.539117e-02                          8.832175e-05                              1.864431e-04                        1.767770e-08                            3.269621e-08                            4.862024e-10                                8.332298e-10                    3.903269e-04                        1.686133e-03                        1.592017e-06                            4.249987e-06
110   o4_t2_mf_d2   o4_t2_rp_d2                      5.060734e-07                          5.761835e-07                          4.563120e-10                              2.367914e-10                        3.674200e-10                            2.328454e-10                            1.550034e-11                                9.529578e-12                    4.786726e-07                        5.525825e-07                        4.524531e-10                            2.357144e-10
111   o4_t2_rp_d1   o4_t2_rp_d2                      1.053930e-04                          3.685846e-05                          5.165991e-06                              1.269808e-06                        2.036118e-02                            7.071121e-03                            3.089546e-02                                1.130759e-02                    1.224359e-03                        3.270624e-04                        2.841200e-04                            5.545906e-05
112   o5_t1_cs_d1   o5_t1_cs_d2                      5.831577e-07                          3.420762e-07                          3.215874e-06                              2.601997e-06                        4.815716e-07                            2.181911e-07                            1.000000e+00                                1.000000e+00                    4.834225e-07                        2.210019e-07                        3.779545e-04                            1.650371e-04
113   o5_t1_cs_d1   o5_t2_ap_d1                      7.660542e-09                          5.836783e-09                          4.778166e-09                              4.530244e-09                        4.426841e-08                            2.065877e-08                            2.017897e-08                                8.942468e-09                    4.006070e-08                        1.896727e-08                        1.964054e-08                            8.807251e-09
114   o5_t1_cs_d1   o5_t2_ap_d2                      7.738643e-05                          6.945906e-05                          1.270299e-03                              1.312990e-03                        3.367660e-04                            3.101737e-04                            1.075483e-03                                1.037838e-03                    3.136591e-04                        2.765199e-04                        1.076888e-03                            1.041278e-03
115   o5_t1_cs_d1   o5_t2_mf_d1                      1.170595e-01                          1.443007e-01                          4.555295e-02                              1.356995e-01                        9.836416e-01                            9.813393e-01                            9.949786e-01                                9.933239e-01                    8.459903e-01                        8.152627e-01                        8.451558e-01                            9.033287e-01
116   o5_t1_cs_d1   o5_t2_mf_d2                      4.256553e-07                          2.636341e-07                          1.907027e-06                              1.398936e-06                        2.486796e-07                            9.199001e-08                            2.017767e-03                                6.328452e-04                    2.509731e-07                        9.414253e-08                        2.019617e-04                            7.798175e-05
117   o5_t1_cs_d1   o5_t2_rp_d1                      7.438709e-05                          2.145170e-04                          4.593262e-05                              1.145780e-04                        9.910695e-04                            6.021130e-04                            4.091781e-02                                6.069185e-02                    7.798459e-04                        5.661868e-04                        4.775472e-03                            6.502104e-03
118   o5_t1_cs_d1   o5_t2_rp_d2                      2.161715e-10                          2.519077e-10                          7.269936e-11                              1.134245e-10                        1.210861e-02                            1.476091e-02                            1.066249e-02                                1.629502e-02                    9.835263e-09                        7.173110e-09                        8.547391e-09                            7.195351e-09
119   o5_t1_cs_d2   o5_t2_ap_d1                      1.296598e-02                          1.677655e-02                          1.483597e-03                              1.738034e-03                        8.418605e-02                            8.649266e-02                            2.579701e-17                                1.123089e-17                    7.652716e-02                        7.904042e-02                        5.194301e-05                            5.335362e-05
120   o5_t1_cs_d2   o5_t2_ap_d2                      9.925213e-01                          9.950996e-01                          9.974780e-01                              9.980248e-01                        9.985725e-01                            9.992973e-01                            1.376389e-12                                1.304780e-12                    9.984616e-01                        9.992016e-01                        7.403438e-01                            8.632925e-01
121   o5_t1_cs_d2   o5_t2_mf_d1                      9.999956e-01                          9.999980e-01                          9.999326e-01                              9.999834e-01                        1.000000e+00                            1.000000e+00                            2.533129e-07                                1.868632e-07                    9.999999e-01                        9.999999e-01                        9.999307e-01                            9.999823e-01
122   o5_t1_cs_d2   o5_t2_mf_d2                      4.219367e-01                          4.352478e-01                          3.722550e-01                              3.496522e-01                        3.405398e-01                            2.965686e-01                            2.584750e-12                                7.952965e-13                    3.417410e-01                        2.987282e-01                        3.482202e-01                            3.208686e-01
123   o5_t1_cs_d2   o5_t2_rp_d1                      9.922220e-01                          9.984082e-01                          9.345708e-01                              9.777973e-01                        9.995148e-01                            9.996380e-01                            5.454148e-11                                8.114822e-11                    9.993810e-01                        9.996100e-01                        9.269586e-01                            9.753992e-01
124   o5_t1_cs_d2   o5_t2_rp_d2                      3.705538e-04                          7.358661e-04                          2.260582e-05                              4.358930e-05                        9.999607e-01                            9.999854e-01                            1.377794e-11                                2.080399e-11                    1.993939e-02                        3.143687e-02                        2.260581e-05                            4.358928e-05
125   o5_t2_ap_d1   o5_t2_ap_d2                      9.999010e-01                          9.999160e-01                          9.999962e-01                              9.999966e-01                        9.998686e-01                            9.999334e-01                            9.999813e-01                                9.999914e-01                    9.998723e-01                        9.999314e-01                        9.999818e-01                            9.999916e-01
126   o5_t2_ap_d1   o5_t2_mf_d1                      9.999999e-01                          1.000000e+00                          9.999999e-01                              1.000000e+00                        1.000000e+00                            1.000000e+00                            1.000000e+00                                1.000000e+00                    1.000000e+00                        1.000000e+00                        1.000000e+00                            1.000000e+00
127   o5_t2_ap_d1   o5_t2_mf_d2                      9.823211e-01                          9.783398e-01                          9.975007e-01                              9.967721e-01                        8.488865e-01                            8.166091e-01                            9.999900e-01                                9.999859e-01                    8.623504e-01                        8.323110e-01                        9.999028e-01                            9.998871e-01
128   o5_t2_ap_d1   o5_t2_rp_d1                      9.998970e-01                          9.999728e-01                          9.998960e-01                              9.999605e-01                        9.999554e-01                            9.999657e-01                            9.999995e-01                                9.999999e-01                    9.999487e-01                        9.999665e-01                        9.999959e-01                            9.999987e-01
129   o5_t2_ap_d1   o5_t2_rp_d2                      2.744438e-02                          4.137305e-02                          1.498688e-02                              2.442562e-02                        9.999964e-01                            9.999986e-01                            9.999981e-01                                9.999995e-01                    1.971154e-01                        2.744073e-01                        3.032287e-01                            4.496363e-01
130   o5_t2_ap_d2   o5_t2_mf_d1                      9.994166e-01                          9.995883e-01                          9.740420e-01                              9.916958e-01                        9.999944e-01                            9.999941e-01                            9.999946e-01                                9.999930e-01                    9.999429e-01                        9.999373e-01                        9.998025e-01                            9.998885e-01
131   o5_t2_ap_d2   o5_t2_mf_d2                      5.469880e-03                          3.780920e-03                          1.497094e-03                              1.062930e-03                        7.376415e-04                            2.963959e-04                            6.525270e-01                                3.786989e-01                    7.992560e-04                        3.402448e-04                        1.578081e-01                            6.961018e-02
132   o5_t2_ap_d2   o5_t2_rp_d1                      4.901183e-01                          7.554320e-01                          3.485583e-02                              8.017245e-02                        7.465037e-01                            6.600697e-01                            9.753855e-01                                9.841755e-01                    7.132571e-01                        6.719308e-01                        8.165471e-01                            8.626123e-01
133   o5_t2_ap_d2   o5_t2_rp_d2                      2.793180e-06                          3.626443e-06                          5.715742e-08                              8.627295e-08                        9.732506e-01                            9.797107e-01                            9.091752e-01                                9.409836e-01                    3.134572e-05                        2.593281e-05                        7.928512e-06                            6.902875e-06
134   o5_t2_mf_d1   o5_t2_mf_d2                      3.210565e-06                          1.563341e-06                          3.995541e-05                              8.910069e-06                        4.135652e-09                            1.749240e-09                            1.020368e-05                                4.256016e-06                    4.568883e-08                        2.133255e-08                        3.700828e-05                            8.345933e-06
135   o5_t2_mf_d1   o5_t2_rp_d1                      5.608036e-04                          1.270736e-03                          9.615210e-04                              7.293239e-04                        1.649800e-05                            1.145627e-05                            2.152663e-04                                4.340767e-04                    1.420590e-04                        1.283533e-04                        8.783585e-04                            6.998977e-04
136   o5_t2_mf_d1   o5_t2_rp_d2                      1.630509e-09                          1.493806e-09                          1.523232e-09                              7.224258e-10                        2.037982e-04                            2.848109e-04                            5.438802e-05                                1.113203e-04                    1.790477e-09                        1.625416e-09                        1.566000e-09                            7.700230e-10
137   o5_t2_mf_d2   o5_t2_rp_d1                      9.943108e-01                          9.987728e-01                          9.601388e-01                              9.879392e-01                        9.997494e-01                            9.998473e-01                            9.547537e-01                                9.902946e-01                    9.996785e-01                        9.998338e-01                        9.596026e-01                            9.882241e-01
138   o5_t2_mf_d2   o5_t2_rp_d2                      5.075978e-04                          9.546080e-04                          3.812031e-05                              8.107241e-05                        9.999797e-01                            9.999939e-01                            8.420339e-01                                9.631795e-01                    3.771068e-02                        7.079962e-02                        4.231150e-05                            9.225398e-05
139   o5_t2_rp_d1   o5_t2_rp_d2                      2.905811e-06                          1.174049e-06                          1.582664e-06                              9.898183e-07                        9.251229e-01                            9.613414e-01                            2.016695e-01                                2.040563e-01                    1.260181e-05                        1.266182e-05                        1.781302e-06                            1.099422e-06
140   o6_t1_cs_d1   o6_t1_cs_d2                      9.999255e-01                          9.999215e-01                          9.994131e-01                              9.991229e-01                        8.384644e-01                            6.792013e-01                            9.937188e-01                                9.893085e-01                    9.256115e-01                        8.894468e-01                        9.945366e-01                            9.911185e-01
141   o6_t1_cs_d1   o6_t2_ap_d1                      9.999980e-01                          9.999988e-01                          1.000000e+00                              1.000000e+00                        2.133647e-01                            7.046797e-02                            9.173963e-01                                7.626167e-01                    3.941466e-01                        2.237304e-01                        9.284648e-01                            7.978267e-01
142   o6_t1_cs_d1   o6_t2_ap_d2                      9.750022e-01                          9.778712e-01                          9.999755e-01                              9.999812e-01                        8.930980e-01                            7.690850e-01                            9.997076e-01                                9.989793e-01                    9.390955e-01                        9.126980e-01                        9.997462e-01                            9.991654e-01
143   o6_t1_cs_d1   o6_t2_mf_d1                      9.999942e-01                          9.999957e-01                          9.999930e-01                              9.999966e-01                        9.998173e-01                            9.993741e-01                            9.999021e-01                                9.995734e-01                    9.999204e-01                        9.998321e-01                        9.999152e-01                            9.996521e-01
144   o6_t1_cs_d1   o6_t2_mf_d2                      9.984548e-01                          9.993196e-01                          9.849124e-01                              9.913396e-01                        8.005268e-01                            6.725605e-01                            9.701240e-01                                9.566992e-01                    9.051488e-01                        8.860833e-01                        9.722308e-01                            9.629549e-01
145   o6_t1_cs_d1   o6_t2_rp_d1                      6.423599e-02                          5.802207e-02                          9.993128e-01                              9.995794e-01                        4.062031e-01                            1.749595e-01                            8.293196e-01                                6.561244e-01                    9.897596e-02                        7.039847e-02                        8.501920e-01                            7.008971e-01
146   o6_t1_cs_d1   o6_t2_rp_d2                      7.726546e-01                          7.498562e-01                          3.880510e-01                              2.839712e-01                        4.357232e-01                            1.979116e-01                            5.592055e-01                                3.126010e-01                    5.842839e-01                        4.325514e-01                        5.257400e-01                            3.068496e-01
147   o6_t1_cs_d2   o6_t2_ap_d1                      9.743687e-01                          9.845707e-01                          9.999999e-01                              1.000000e+00                        4.966054e-02                            3.456869e-02                            6.559553e-02                                3.355382e-02                    4.968602e-02                        3.458423e-02                        6.655500e-02                            3.415503e-02
148   o6_t1_cs_d2   o6_t2_ap_d2                      2.896601e-03                          3.458186e-03                          9.600114e-01                              9.790551e-01                        6.167879e-01                            6.113638e-01                            9.557698e-01                                9.136215e-01                    5.534095e-01                        5.651103e-01                        9.558350e-01                            9.147349e-01
149   o6_t1_cs_d2   o6_t2_mf_d1                      9.272143e-01                          9.479243e-01                          9.881878e-01                              9.961734e-01                        9.990524e-01                            9.986757e-01                            9.847525e-01                                9.620093e-01                    9.990106e-01                        9.986508e-01                        9.848053e-01                            9.626106e-01
150   o6_t1_cs_d2   o6_t2_mf_d2                      4.591850e-02                          1.034070e-01                          3.692106e-02                              9.131468e-02                        4.360382e-01                            4.924219e-01                            1.702980e-01                                1.927506e-01                    4.340456e-01                        4.915608e-01                        1.613077e-01                            1.889282e-01
151   o6_t1_cs_d2   o6_t2_rp_d1                      5.112752e-06                          4.837027e-06                          4.606379e-01                              6.759785e-01                        1.164454e-01                            9.104171e-02                            2.979769e-02                                2.020360e-02                    8.750906e-03                        9.325000e-03                        3.023397e-02                            2.056700e-02
152   o6_t1_cs_d2   o6_t2_rp_d2                      2.530662e-04                          2.353499e-04                          3.722608e-04                              3.480455e-04                        1.295003e-01                            1.043778e-01                            7.955155e-03                                4.890581e-03                    1.014908e-01                        8.654638e-02                        6.052905e-03                            3.951309e-03
153   o6_t2_ap_d1   o6_t2_ap_d2                      7.641232e-05                          5.437853e-05                          1.263826e-06                              1.006131e-06                        9.685544e-01                            9.777448e-01                            9.967619e-01                                9.967282e-01                    9.595161e-01                        9.731713e-01                        9.967163e-01                            9.967146e-01
154   o6_t2_ap_d1   o6_t2_mf_d1                      2.509959e-01                          2.219459e-01                          4.404071e-06                              5.603340e-06                        9.999504e-01                            9.999525e-01                            9.989142e-01                                9.986308e-01                    9.999482e-01                        9.999516e-01                        9.989011e-01                            9.986283e-01
155   o6_t2_ap_d1   o6_t2_mf_d2                      1.264448e-03                          1.804132e-03                          2.018180e-09                              2.162983e-09                        9.366925e-01                            9.644052e-01                            7.451452e-01                                8.730544e-01                    9.361778e-01                        9.642707e-01                        7.295465e-01                            8.681963e-01
156   o6_t2_ap_d1   o6_t2_rp_d1                      1.344946e-07                          7.580167e-08                          4.496006e-08                              4.490400e-08                        7.160756e-01                            7.366531e-01                            3.043492e-01                                3.726163e-01                    1.444588e-01                        2.080818e-01                        3.042300e-01                            3.725734e-01
157   o6_t2_ap_d1   o6_t2_rp_d2                      6.658698e-06                          3.689036e-06                          1.960454e-11                              7.493992e-12                        7.400491e-01                            7.649702e-01                            1.025188e-01                                1.240019e-01                    6.835857e-01                        7.256392e-01                        7.868915e-02                            1.008645e-01
158   o6_t2_ap_d2   o6_t2_mf_d1                      9.997720e-01                          9.998094e-01                          7.770209e-01                              8.477750e-01                        9.984757e-01                            9.979183e-01                            7.492965e-01                                7.053709e-01                    9.987742e-01                        9.982475e-01                        7.496685e-01                            7.058665e-01
159   o6_t2_ap_d2   o6_t2_mf_d2                      9.430763e-01                          9.707905e-01                          1.594334e-03                              2.145189e-03                        3.244944e-01                            3.814583e-01                            9.409080e-03                                2.207661e-02                    3.822946e-01                        4.266118e-01                        8.808569e-03                            2.125125e-02
160   o6_t2_ap_d2   o6_t2_rp_d1                      1.756891e-03                          1.391947e-03                          3.435246e-02                              4.272358e-02                        7.568539e-02                            5.985947e-02                            1.419282e-03                                1.945748e-03                    7.073756e-03                        7.191657e-03                        1.438463e-03                            1.953542e-03
161   o6_t2_ap_d2   o6_t2_rp_d2                      8.015155e-02                          6.352704e-02                          1.551180e-05                              7.448266e-06                        8.460818e-02                            6.897448e-02                            3.709553e-04                                4.644376e-04                    8.353750e-02                        6.795846e-02                        2.813027e-04                            3.696373e-04
162   o6_t2_mf_d1   o6_t2_mf_d2                      3.763832e-03                          6.296112e-03                          4.580414e-04                              3.858656e-04                        7.328198e-04                            1.284810e-03                            3.167973e-03                                9.341349e-03                    7.589980e-04                        1.304468e-03                        2.958742e-03                            8.966512e-03
163   o6_t2_mf_d1   o6_t2_rp_d1                      4.013493e-07                          2.657306e-07                          1.010554e-02                              7.950036e-03                        1.249900e-04                            1.328011e-04                            4.753198e-04                                8.136488e-04                    8.743452e-06                        1.271669e-05                        4.807963e-04                            8.149665e-04
164   o6_t2_mf_d1   o6_t2_rp_d2                      1.987015e-05                          1.293218e-05                          4.451420e-06                              1.337406e-06                        1.410852e-04                            1.545180e-04                            1.241468e-04                                1.940452e-04                    1.118592e-04                        1.279879e-04                        9.395102e-05                            1.540605e-04
165   o6_t2_mf_d2   o6_t2_rp_d1                      1.062206e-04                          4.193802e-05                          9.570401e-01                              9.540446e-01                        1.456326e-01                            9.358166e-02                            1.301586e-01                                7.949353e-02                    1.138009e-02                        9.642098e-03                        1.394869e-01                            8.269380e-02
166   o6_t2_mf_d2   o6_t2_rp_d2                      5.231952e-03                          2.036931e-03                          9.620517e-03                              3.452694e-03                        1.613621e-01                            1.072459e-01                            3.759980e-02                                2.016756e-02                    1.283748e-01                        8.925282e-02                        3.069097e-02                            1.674515e-02
167   o6_t2_rp_d1   o6_t2_rp_d2                      9.802017e-01                          9.798660e-01                          4.358535e-04                              1.668613e-04                        5.302495e-01                            5.377977e-01                            2.070377e-01                                1.924672e-01                    9.275090e-01                        9.096308e-01                        1.634120e-01                            1.588963e-01
168   o7_t1_cs_d1   o7_t1_cs_d2                      2.035471e-03                          2.805776e-03                          1.774565e-02                              2.443552e-02                        5.431003e-01                            6.327661e-01                            8.427668e-01                                8.963857e-01                    1.271941e-02                        1.623426e-02                        2.946145e-02                            3.847485e-02
169   o7_t1_cs_d1   o7_t2_ap_d1                      1.532361e-02                          1.573264e-02                          4.903616e-01                              5.657333e-01                        4.913754e-01                            5.736199e-01                            9.821640e-01                                9.835066e-01                    8.366151e-02                        8.196895e-02                        6.155739e-01                            6.729666e-01
170   o7_t1_cs_d1   o7_t2_ap_d2                      2.933331e-02                          3.059045e-02                          8.745495e-01                              9.186950e-01                        2.037835e-01                            2.690425e-01                            6.524993e-01                                7.711341e-01                    1.054275e-01                        1.160419e-01                        7.683354e-01                            8.571661e-01
171   o7_t1_cs_d1   o7_t2_mf_d1                      9.832642e-01                          9.817592e-01                          9.981710e-01                              9.986141e-01                        1.000000e+00                            1.000000e+00                            1.000000e+00                                1.000000e+00                    9.973371e-01                        9.968671e-01                        9.989132e-01                            9.991335e-01
172   o7_t1_cs_d1   o7_t2_mf_d2                      9.999186e-01                          9.999422e-01                          9.999999e-01                              1.000000e+00                        9.996384e-01                            9.996808e-01                            9.999998e-01                                9.999998e-01                    9.996824e-01                        9.997250e-01                        9.999998e-01                            9.999999e-01
173   o7_t1_cs_d1   o7_t2_rp_d1                      9.997850e-01                          9.999567e-01                          9.999971e-01                              9.999993e-01                        9.999990e-01                            9.999997e-01                            9.999991e-01                                9.999997e-01                    9.999654e-01                        9.999925e-01                        9.999979e-01                            9.999995e-01
174   o7_t1_cs_d1   o7_t2_rp_d2                      5.497424e-02                          1.001387e-01                          1.192637e-01                              1.699635e-01                        5.431904e-01                            6.775961e-01                            6.081423e-01                                7.474904e-01                    2.269797e-01                        3.430179e-01                        1.770949e-01                            2.393270e-01
175   o7_t1_cs_d2   o7_t2_ap_d1                      8.841235e-01                          8.503190e-01                          9.815696e-01                              9.811358e-01                        4.483518e-01                            4.384473e-01                            9.112972e-01                                8.733015e-01                    8.763400e-01                        8.440101e-01                        9.813955e-01                            9.809256e-01
176   o7_t1_cs_d2   o7_t2_ap_d2                      9.367743e-01                          9.181345e-01                          9.974152e-01                              9.977882e-01                        1.771695e-01                            1.760143e-01                            2.594331e-01                                2.803009e-01                    9.014555e-01                        8.883311e-01                        9.909303e-01                            9.933764e-01
177   o7_t1_cs_d2   o7_t2_mf_d1                      9.999653e-01                          9.999477e-01                          9.999669e-01                              9.999652e-01                        1.000000e+00                            1.000000e+00                            1.000000e+00                                1.000000e+00                    9.999656e-01                        9.999481e-01                        9.999670e-01                            9.999653e-01
178   o7_t1_cs_d2   o7_t2_mf_d2                      9.999998e-01                          9.999998e-01                          1.000000e+00                              1.000000e+00                        9.995703e-01                            9.994501e-01                            9.999989e-01                                9.999984e-01                    9.999959e-01                        9.999955e-01                        1.000000e+00                            1.000000e+00
179   o7_t1_cs_d2   o7_t2_rp_d1                      9.999996e-01                          9.999999e-01                          9.999999e-01                              1.000000e+00                        9.999988e-01                            9.999995e-01                            9.999950e-01                                9.999977e-01                    9.999996e-01                        9.999999e-01                        9.999999e-01                            1.000000e+00
180   o7_t1_cs_d2   o7_t2_rp_d2                      9.661259e-01                          9.753395e-01                          8.822892e-01                              8.910093e-01                        5.000907e-01                            5.494985e-01                            2.245317e-01                                2.549425e-01                    9.579679e-01                        9.693618e-01                        8.763828e-01                            8.871689e-01
181   o7_t2_ap_d1   o7_t2_ap_d2                      6.600818e-01                          6.637745e-01                          8.787191e-01                              8.966257e-01                        2.094389e-01                            2.148184e-01                            3.297435e-02                                5.348221e-02                    5.634767e-01                        5.951827e-01                        6.743953e-01                            7.446570e-01
182   o7_t2_ap_d1   o7_t2_mf_d1                      9.997352e-01                          9.997031e-01                          9.982401e-01                              9.981953e-01                        1.000000e+00                            1.000000e+00                            1.000000e+00                                1.000000e+00                    9.997563e-01                        9.997195e-01                        9.982608e-01                            9.982186e-01
183   o7_t2_ap_d1   o7_t2_mf_d2                      9.999987e-01                          9.999991e-01                          9.999999e-01                              1.000000e+00                        9.996507e-01                            9.995706e-01                            9.999888e-01                                9.999888e-01                    9.999710e-01                        9.999754e-01                        9.999997e-01                            9.999998e-01
184   o7_t2_ap_d1   o7_t2_rp_d1                      9.999967e-01                          9.999993e-01                          9.999973e-01                              9.999991e-01                        9.999990e-01                            9.999996e-01                            9.999484e-01                                9.999843e-01                    9.999968e-01                        9.999993e-01                        9.999967e-01                            9.999989e-01
185   o7_t2_ap_d1   o7_t2_rp_d2                      7.889438e-01                          8.744043e-01                          1.233737e-01                              1.358318e-01                        5.517379e-01                            6.097140e-01                            2.741070e-02                                4.729528e-02                    7.628126e-01                        8.539616e-01                        1.184743e-01                            1.326181e-01
186   o7_t2_ap_d2   o7_t2_mf_d1                      9.994859e-01                          9.994140e-01                          9.873873e-01                              9.845606e-01                        1.000000e+00                            1.000000e+00                            1.000000e+00                                1.000000e+00                    9.996854e-01                        9.995876e-01                        9.964045e-01                            9.948226e-01
187   o7_t2_ap_d2   o7_t2_mf_d2                      9.999975e-01                          9.999982e-01                          9.999990e-01                              9.999996e-01                        9.999074e-01                            9.998825e-01                            9.999996e-01                                9.999994e-01                    9.999626e-01                        9.999639e-01                        9.999994e-01                            9.999994e-01
188   o7_t2_ap_d2   o7_t2_rp_d1                      9.999935e-01                          9.999986e-01                          9.999801e-01                              9.999919e-01                        9.999997e-01                            9.999999e-01                            9.999982e-01                                9.999991e-01                    9.999959e-01                        9.999990e-01                        9.999931e-01                            9.999967e-01
189   o7_t2_ap_d2   o7_t2_rp_d2                      6.581165e-01                          7.790803e-01                          1.905440e-02                              1.779937e-02                        8.228834e-01                            8.509704e-01                            4.525103e-01                                4.676817e-01                    7.135887e-01                        7.990848e-01                        6.093421e-02                            4.981588e-02
