      Comparison1   Comparison2  I3D_single_view_pcomp_Prediction  I3D_single_view_pcomp_max_Prediction  I3D_single_view_pcomp_MAP_Prediction  I3D_single_view_pcomp_MAP_max_Prediction  I3D_single_view_ptarget_Prediction  I3D_single_view_ptarget_max_Prediction  I3D_single_view_ptarget_MAP_Prediction  I3D_single_view_ptarget_MAP_max_Prediction  I3D_single_view_avg_Prediction  I3D_single_view_avg_max_Prediction  I3D_single_view_avg_MAP_Prediction  I3D_single_view_avg_MAP_max_Prediction
190   o7_t2_mf_d1   o7_t2_mf_d2                      9.952397e-01                          9.968998e-01                          9.999225e-01                              9.999747e-01                        4.590758e-07                            1.163268e-07                            1.896367e-03                                3.329609e-04                    8.936588e-01                        9.195144e-01                        9.998463e-01                            9.998933e-01
191   o7_t2_mf_d1   o7_t2_rp_d1                      9.875246e-01                          9.976769e-01                          9.984456e-01                              9.994812e-01                        1.642185e-04                            1.345335e-04                            4.133821e-04                                2.384143e-04                    9.872134e-01                        9.976042e-01                        9.980970e-01                            9.993676e-01
192   o7_t2_mf_d1   o7_t2_rp_d2                      9.891489e-04                          2.063332e-03                          2.480636e-04                              2.840991e-04                        1.974383e-10                            7.806885e-11                            6.013509e-10                                1.855175e-10                    7.833724e-04                        1.638151e-03                        2.340935e-04                            2.727754e-04
193   o7_t2_mf_d2   o7_t2_rp_d1                      2.746377e-01                          5.718320e-01                          4.744610e-02                              4.647100e-02                        9.972127e-01                            9.991362e-01                            1.787547e-01                                4.172411e-01                    9.018382e-01                        9.732964e-01                        7.459407e-02                            1.442773e-01
194   o7_t2_mf_d2   o7_t2_rp_d2                      4.735878e-06                          6.429805e-06                          1.924021e-08                              7.189328e-09                        4.298927e-04                            6.706664e-04                            3.165053e-07                                5.569892e-07                    9.328206e-05                        1.436029e-04                        3.598516e-08                            2.910948e-08
195   o7_t2_rp_d1   o7_t2_rp_d2                      1.250812e-05                          4.814424e-06                          3.862769e-07                              1.475163e-07                        1.202092e-06                            5.802144e-07                            1.454106e-06                                7.779445e-07                    1.015426e-05                        3.940471e-06                        4.464278e-07                            1.726511e-07
196   o8_t1_cs_d1   o8_t1_cs_d2                      1.475247e-10                          1.000119e-10                          1.123045e-09                              5.847018e-10                        6.651535e-06                            4.990606e-06                            3.736981e-07                                2.577500e-07                    4.244835e-08                        3.119543e-08                        3.736837e-07                            2.577427e-07
197   o8_t1_cs_d1   o8_t2_ap_d1                      2.274562e-01                          1.377652e-01                          1.328964e-06                              4.217174e-07                        9.988706e-01                            9.984935e-01                            9.781096e-01                                9.639232e-01                    9.873075e-01                        9.790059e-01                        9.010049e-01                            8.396519e-01
198   o8_t1_cs_d1   o8_t2_ap_d2                      8.090828e-10                          6.683420e-10                          5.939295e-16                              2.461137e-16                        5.574110e-09                            3.509025e-09                            1.463971e-09                                9.459759e-10                    5.463004e-09                        3.462142e-09                        1.137860e-09                            7.574576e-10
199   o8_t1_cs_d1   o8_t2_mf_d1                      4.054836e-02                          2.072498e-02                          1.990575e-06                              1.038465e-06                        3.897507e-02                            4.311502e-02                            1.081742e-02                                7.774461e-03                    3.898030e-02                        4.296713e-02                        1.081060e-02                            7.770694e-03
200   o8_t1_cs_d1   o8_t2_mf_d2                      1.481021e-07                          8.177093e-08                          1.300265e-05                              9.287373e-06                        2.127005e-05                            1.439064e-05                            2.207903e-06                                1.289189e-06                    1.425130e-05                        9.239518e-06                        2.207903e-06                            1.289189e-06
201   o8_t1_cs_d1   o8_t2_rp_d1                      1.266627e-08                          7.558281e-09                          3.283057e-11                              2.510239e-11                        2.229322e-07                            2.279131e-07                            1.347477e-01                                9.393185e-02                    2.108453e-07                        2.085426e-07                        2.817663e-04                            3.860784e-04
202   o8_t1_cs_d1   o8_t2_rp_d2                      5.329457e-08                          3.684468e-08                          1.883561e-14                              6.421378e-15                        4.747284e-06                            3.521716e-06                            1.087470e-06                                8.109407e-07                    3.640128e-06                        2.706221e-06                        1.409915e-07                            8.836343e-08
203   o8_t1_cs_d2   o8_t2_ap_d1                      1.000000e+00                          1.000000e+00                          9.991557e-01                              9.986154e-01                        1.000000e+00                            1.000000e+00                            1.000000e+00                                1.000000e+00                    1.000000e+00                        1.000000e+00                        1.000000e+00                            1.000000e+00
204   o8_t1_cs_d2   o8_t2_ap_d2                      8.457835e-01                          8.698362e-01                          5.288559e-07                              4.209216e-07                        8.373113e-04                            7.026285e-04                            3.902235e-03                                3.656708e-03                    1.140232e-01                        9.989570e-02                        3.035736e-03                            2.930202e-03
205   o8_t1_cs_d2   o8_t2_mf_d1                      1.000000e+00                          1.000000e+00                          9.994361e-01                              9.994373e-01                        9.998360e-01                            9.998893e-01                            9.999658e-01                                9.999671e-01                    9.999990e-01                        9.999993e-01                        9.999658e-01                            9.999671e-01
206   o8_t1_cs_d2   o8_t2_mf_d2                      9.990049e-01                          9.987784e-01                          9.999136e-01                              9.999370e-01                        7.617807e-01                            7.425051e-01                            8.552458e-01                                8.333808e-01                    9.970303e-01                        9.966351e-01                        8.552506e-01                            8.333848e-01
207   o8_t1_cs_d2   o8_t2_rp_d1                      9.884870e-01                          9.869407e-01                          2.840320e-02                              4.116468e-02                        3.242882e-02                            4.367371e-02                            9.999976e-01                                9.999975e-01                    8.324145e-01                        8.698771e-01                        9.986759e-01                            9.993331e-01
208   o8_t1_cs_d2   o8_t2_rp_d2                      9.972395e-01                          9.972929e-01                          1.677162e-05                              1.098219e-05                        4.164711e-01                            4.137195e-01                            7.442471e-01                                7.588171e-01                    9.884732e-01                        9.886041e-01                        2.739426e-01                            2.553073e-01
209   o8_t2_ap_d1   o8_t2_ap_d2                      2.748011e-09                          4.182970e-09                          4.469109e-10                              5.835983e-10                        6.302278e-12                            5.294357e-12                            3.276408e-11                                3.540506e-11                    7.023053e-11                        7.424321e-11                        1.250188e-10                            1.446515e-10
210   o8_t2_ap_d1   o8_t2_mf_d1                      1.255232e-01                          1.169644e-01                          5.996541e-01                              7.111887e-01                        4.585159e-05                            6.797763e-05                            2.446845e-04                                2.931688e-04                    5.211718e-04                        9.618412e-04                        1.199321e-03                            1.493355e-03
211   o8_t2_ap_d1   o8_t2_mf_d2                      5.030216e-07                          5.117817e-07                          9.072714e-01                              9.565650e-01                        2.404915e-08                            2.171266e-08                            4.941357e-08                                4.825056e-08                    1.832124e-07                        1.981368e-07                        2.425869e-07                            2.461963e-07
212   o8_t2_ap_d1   o8_t2_rp_d1                      4.302037e-08                          4.730521e-08                          2.470323e-05                              5.952062e-05                        2.520548e-10                            3.438715e-10                            3.473226e-03                                3.865053e-03                    2.710556e-09                        4.472052e-09                        3.096596e-05                            7.375231e-05
213   o8_t2_ap_d1   o8_t2_rp_d2                      1.810124e-07                          2.306007e-07                          1.417313e-08                              1.522673e-08                        5.367466e-09                            5.313524e-09                            2.433790e-08                                3.035112e-08                    4.679642e-08                        5.803317e-08                        1.549100e-08                            1.687474e-08
214   o8_t2_ap_d2   o8_t2_mf_d1                      1.000000e+00                          1.000000e+00                          1.000000e+00                              1.000000e+00                        9.999999e-01                            9.999999e-01                            9.999999e-01                                9.999999e-01                    9.999999e-01                        9.999999e-01                        9.999999e-01                            9.999999e-01
215   o8_t2_ap_d2   o8_t2_mf_d2                      9.945667e-01                          9.918929e-01                          1.000000e+00                              1.000000e+00                        9.997380e-01                            9.997562e-01                            9.993374e-01                                9.992668e-01                    9.996168e-01                        9.996254e-01                        9.994849e-01                            9.994128e-01
216   o8_t2_ap_d2   o8_t2_rp_d1                      9.399583e-01                          9.187586e-01                          9.999819e-01                              9.999902e-01                        9.756063e-01                            9.848371e-01                            1.000000e+00                                1.000000e+00                    9.747444e-01                        9.836695e-01                        9.999960e-01                            9.999980e-01
217   o8_t2_ap_d2   o8_t2_rp_d2                      9.850457e-01                          9.821837e-01                          9.694316e-01                              9.630875e-01                        9.988272e-01                            9.990046e-01                            9.986556e-01                                9.988348e-01                    9.985015e-01                        9.987223e-01                        9.919942e-01                            9.915008e-01
218   o8_t2_mf_d1   o8_t2_mf_d2                      3.504368e-06                          3.863740e-06                          8.672363e-01                              8.994312e-01                        5.242009e-04                            3.192852e-04                            2.018579e-04                                1.645076e-04                    3.512329e-04                        2.057569e-04                        2.019868e-04                            1.645879e-04
219   o8_t2_mf_d1   o8_t2_rp_d1                      2.997080e-07                          3.571359e-07                          1.649270e-05                              2.417198e-05                        5.496906e-06                            5.058228e-06                            9.343862e-01                                9.297308e-01                    5.198151e-06                        4.644976e-06                        2.514103e-02                            4.699902e-02
220   o8_t2_mf_d1   o8_t2_rp_d2                      1.261050e-06                          1.740943e-06                          9.462377e-09                              6.183521e-09                        1.170426e-04                            7.815435e-05                            9.943221e-05                                1.034867e-04                    8.973594e-05                        6.027384e-05                        1.290082e-05                            1.128288e-05
221   o8_t2_mf_d2   o8_t2_rp_d1                      7.878579e-02                          8.461152e-02                          2.524875e-06                              2.702819e-06                        1.037211e-02                            1.559046e-02                            9.999858e-01                                9.999876e-01                    1.457892e-02                        2.207234e-02                        9.922271e-01                            9.966732e-01
222   o8_t2_mf_d2   o8_t2_rp_d2                      2.646248e-01                          3.106225e-01                          1.448579e-09                              6.914031e-10                        1.824637e-01                            1.966065e-01                            3.299988e-01                                3.861383e-01                    2.034549e-01                        2.265417e-01                        6.002451e-02                            6.414516e-02
223   o8_t2_rp_d1   o8_t2_rp_d2                      8.079729e-01                          8.297798e-01                          5.733927e-04                              2.557420e-04                        9.551466e-01                            9.392173e-01                            6.982902e-06                                7.822292e-06                    9.452490e-01                        9.284532e-01                        4.999934e-04                            2.287337e-04
224   o9_t1_cs_d1   o9_t1_cs_d2                      1.193622e-02                          4.254396e-03                          9.999910e-01                              9.999918e-01                        3.047323e-01                            3.730566e-01                            9.897948e-01                                9.798825e-01                    2.449091e-02                        2.069686e-02                        9.951465e-01                            9.847538e-01
225   o9_t1_cs_d1   o9_t2_ap_d1                      9.995818e-01                          9.994298e-01                          9.983980e-01                              9.976200e-01                        9.999999e-01                            9.999999e-01                            9.999999e-01                                9.999999e-01                    9.998048e-01                        9.998879e-01                        9.991544e-01                            9.994134e-01
226   o9_t1_cs_d1   o9_t2_ap_d2                      9.884073e-01                          9.724979e-01                          9.999991e-01                              9.999990e-01                        9.915095e-01                            9.930957e-01                            9.903784e-01                                9.889484e-01                    9.900600e-01                        9.889818e-01                        9.954294e-01                            9.916440e-01
227   o9_t1_cs_d1   o9_t2_mf_d1                      1.000000e+00                          1.000000e+00                          9.999967e-01                              9.999886e-01                        1.000000e+00                            1.000000e+00                            9.999998e-01                                9.999999e-01                    1.000000e+00                        1.000000e+00                        9.999981e-01                            9.999971e-01
228   o9_t1_cs_d1   o9_t2_mf_d2                      8.265056e-03                          2.071158e-03                          2.121133e-04                              3.724181e-05                        1.375952e-02                            1.156097e-02                            9.206262e-04                                5.711455e-04                    1.050261e-02                        6.085199e-03                        3.333508e-04                            1.261764e-04
229   o9_t1_cs_d1   o9_t2_rp_d1                      3.125038e-01                          3.346955e-01                          9.278723e-01                              8.968025e-01                        9.981425e-01                            9.993635e-01                            9.162052e-01                                9.727902e-01                    4.932862e-01                        7.189588e-01                        9.223219e-01                            9.529281e-01
230   o9_t1_cs_d1   o9_t2_rp_d2                      1.581313e-02                          5.392876e-03                          6.501341e-03                              2.332039e-03                        3.758732e-03                            3.875201e-03                            3.371351e-05                                2.147547e-05                    5.832879e-03                        4.101911e-03                        7.092948e-05                            2.839641e-05
231   o9_t1_cs_d2   o9_t2_ap_d1                      9.999949e-01                          9.999976e-01                          5.585688e-03                              3.418004e-03                        1.000000e+00                            9.999999e-01                            9.999896e-01                                9.999957e-01                    9.999951e-01                        9.999976e-01                        8.521321e-01                            9.634753e-01
232   o9_t1_cs_d2   o9_t2_ap_d2                      9.998583e-01                          9.998792e-01                          9.081980e-01                              8.894660e-01                        9.962608e-01                            9.958801e-01                            5.148642e-01                                6.475357e-01                    9.997480e-01                        9.997646e-01                        5.150816e-01                            6.475586e-01
233   o9_t1_cs_d2   o9_t2_mf_d1                      1.000000e+00                          1.000000e+00                          7.306583e-01                              4.180151e-01                        1.000000e+00                            1.000000e+00                            9.999787e-01                                9.999934e-01                    1.000000e+00                        1.000000e+00                        9.996196e-01                            9.998124e-01
234   o9_t1_cs_d2   o9_t2_mf_d2                      4.082392e-01                          3.269450e-01                          1.912144e-09                              3.047315e-10                        3.084929e-02                            1.927722e-02                            9.500698e-06                                1.173250e-05                    2.971480e-01                        2.246218e-01                        1.626359e-06                            1.953735e-06
235   o9_t1_cs_d2   o9_t2_rp_d1                      9.741116e-01                          9.915785e-01                          1.159302e-04                              7.109961e-05                        9.991850e-01                            9.996212e-01                            1.013120e-01                                4.232983e-01                    9.748592e-01                        9.918063e-01                        5.474015e-02                            2.386311e-01
236   o9_t1_cs_d2   o9_t2_rp_d2                      5.708194e-01                          5.592873e-01                          5.897884e-08                              1.912583e-08                        8.534693e-03                            6.495370e-03                            3.476120e-07                                4.409127e-07                    1.894271e-01                        1.631012e-01                        3.459618e-07                            4.396523e-07
237   o9_t2_ap_d1   o9_t2_ap_d2                      3.444089e-02                          1.977669e-02                          9.994325e-01                              9.995740e-01                        1.281798e-05                            1.390783e-05                            1.099899e-05                                7.972982e-06                    1.907283e-02                        9.964674e-03                        1.556342e-01                            6.511720e-02
238   o9_t2_ap_d1   o9_t2_mf_d1                      9.999885e-01                          9.999810e-01                          9.979337e-01                              9.952476e-01                        9.907114e-01                            9.966075e-01                            3.272973e-01                                3.970236e-01                    9.999857e-01                        9.999787e-01                        9.978117e-01                            9.950760e-01
239   o9_t2_ap_d1   o9_t2_mf_d2                      3.486526e-06                          1.184184e-06                          3.404169e-07                              8.885006e-08                        1.531371e-09                            1.130942e-09                            9.846632e-11                                5.091801e-11                    2.071977e-06                        6.865285e-07                        2.822174e-07                            7.406500e-08
240   o9_t2_ap_d1   o9_t2_rp_d1                      1.901282e-04                          2.869529e-04                          2.022388e-02                              2.031079e-02                        5.897818e-05                            1.517928e-04                            1.168367e-06                                3.185442e-06                    1.900015e-04                        2.867759e-04                        9.948995e-03                            1.174218e-02
241   o9_t2_ap_d1   o9_t2_rp_d2                      6.721739e-06                          3.093665e-06                          1.049983e-05                              5.576455e-06                        4.141303e-10                            3.761633e-10                            3.602658e-12                                1.913500e-12                    1.145319e-06                        4.618536e-07                        6.003371e-08                            1.666694e-08
242   o9_t2_ap_d2   o9_t2_mf_d1                      9.999996e-01                          9.999996e-01                          2.151997e-01                              8.194381e-02                        9.999999e-01                            1.000000e+00                            9.999774e-01                                9.999879e-01                    9.999997e-01                        9.999998e-01                        9.995959e-01                            9.996555e-01
243   o9_t2_ap_d2   o9_t2_mf_d2                      9.773642e-05                          5.869020e-05                          1.932824e-10                              3.786901e-11                        1.194547e-04                            8.130921e-05                            8.952130e-06                                6.386228e-06                    1.065519e-04                        6.820509e-05                        1.531119e-06                            1.063345e-06
244   o9_t2_ap_d2   o9_t2_rp_d1                      5.303035e-03                          1.402722e-02                          1.171962e-05                              8.836105e-06                        8.214738e-01                            9.160771e-01                            9.602390e-02                                2.854732e-01                    9.679149e-03                        2.771088e-02                        5.170029e-02                            1.457260e-01
245   o9_t2_ap_d2   o9_t2_rp_d2                      1.884114e-04                          1.533132e-04                          5.961671e-09                              2.376768e-09                        3.230708e-05                            2.704576e-05                            3.275408e-07                                2.399961e-07                    5.890105e-05                        4.588515e-05                        3.257023e-07                            2.392860e-07
246   o9_t2_mf_d1   o9_t2_mf_d2                      4.014624e-11                          2.248298e-11                          7.048714e-10                              4.242648e-10                        1.435770e-11                            3.849746e-12                            2.023804e-10                                7.733133e-11                    2.967873e-11                        1.464484e-11                        6.189379e-10                            3.665004e-10
247   o9_t2_mf_d1   o9_t2_rp_d1                      2.189675e-09                          5.449662e-09                          4.273834e-05                              9.898624e-05                        5.529951e-07                            5.167835e-07                            2.401372e-06                                4.837857e-06                    2.722068e-09                        6.119178e-09                        2.203816e-05                            5.879146e-05
248   o9_t2_mf_d1   o9_t2_rp_d2                      7.739893e-11                          5.873663e-11                          2.174130e-08                              2.662808e-08                        3.882769e-12                            1.280466e-12                            7.404636e-12                                2.906114e-12                    1.640538e-11                        9.852135e-12                        1.316614e-10                            8.247405e-11
249   o9_t2_mf_d2   o9_t2_rp_d1                      9.819958e-01                          9.958914e-01                          9.999835e-01                              9.999957e-01                        9.999740e-01                            9.999926e-01                            9.999157e-01                                9.999840e-01                    9.892146e-01                        9.976124e-01                        9.999719e-01                            9.999938e-01
250   o9_t2_mf_d2   o9_t2_rp_d2                      6.584612e-01                          7.231829e-01                          9.685973e-01                              9.843169e-01                        2.128656e-01                            2.495932e-01                            3.529630e-02                                3.621892e-02                    3.559878e-01                        4.021776e-01                        1.754083e-01                            1.836943e-01
251   o9_t2_rp_d1   o9_t2_rp_d2                      3.414045e-02                          1.066310e-02                          5.084268e-04                              2.689090e-04                        7.021291e-06                            2.477753e-06                            3.083485e-06                                6.006995e-07                    5.990703e-03                        1.607454e-03                        5.974079e-06                            1.402739e-06
252  o10_t1_cs_d1  o10_t1_cs_d2                      7.939745e-18                          5.644318e-18                          3.681513e-15                              3.933717e-15                        3.470241e-06                            2.815668e-06                            3.233238e-03                                3.194139e-03                    2.659448e-08                        1.631840e-08                        3.184218e-03                            3.132060e-03
253  o10_t1_cs_d1  o10_t2_ap_d1                      3.456066e-12                          4.422688e-12                          1.610643e-17                              2.387440e-17                        1.715540e-04                            1.124454e-04                            6.701600e-09                                4.612682e-09                    1.690677e-04                        1.114708e-04                        6.701551e-09                            4.612660e-09
254  o10_t1_cs_d1  o10_t2_ap_d2                      1.360917e-11                          1.484670e-11                          2.852069e-13                              2.310764e-13                        2.314904e-04                            1.359425e-04                            1.047289e-01                                1.116365e-01                    2.303296e-04                        1.355158e-04                        1.040591e-01                            1.103353e-01
255  o10_t1_cs_d1  o10_t2_mf_d1                      6.601580e-18                          6.339782e-18                          9.310918e-26                              1.121525e-25                        3.819250e-08                            2.652941e-08                            9.470525e-13                                6.584632e-13                    1.407254e-08                        1.087713e-08                        8.037475e-13                            5.759256e-13
256  o10_t1_cs_d1  o10_t2_mf_d2                      6.105020e-14                          9.444376e-14                          2.183054e-15                              7.942333e-15                        1.372352e-02                            3.127244e-02                            1.681381e-04                                6.209623e-04                    2.030207e-04                        2.722489e-04                        1.679114e-04                            6.197795e-04
257  o10_t1_cs_d1  o10_t2_rp_d1                      9.710778e-16                          7.108082e-16                          1.315374e-19                              1.168043e-19                        3.362338e-09                            2.093019e-09                            1.192491e-05                                9.848108e-06                    3.358893e-09                        2.090902e-09                        4.605716e-06                            3.220385e-06
258  o10_t1_cs_d1  o10_t2_rp_d2                      3.563532e-18                          6.543533e-18                          8.005326e-20                              1.080245e-19                        9.448091e-08                            8.012109e-08                            5.374892e-10                                5.846309e-10                    1.066997e-08                        1.537655e-08                        5.374259e-10                            5.845537e-10
259  o10_t1_cs_d2  o10_t2_ap_d1                      9.999977e-01                          9.999987e-01                          4.355891e-03                              6.032559e-03                        9.801761e-01                            9.755740e-01                            2.066015e-06                                1.439493e-06                    9.998428e-01                        9.998536e-01                        2.097908e-06                            1.468109e-06
260  o10_t1_cs_d2  o10_t2_ap_d2                      9.999994e-01                          9.999996e-01                          9.872563e-01                              9.832615e-01                        9.852339e-01                            9.797107e-01                            9.730193e-01                                9.751348e-01                    9.998846e-01                        9.998796e-01                        9.732327e-01                            9.752919e-01
261  o10_t1_cs_d2  o10_t2_mf_d1                      4.539875e-01                          5.290161e-01                          2.529101e-11                              2.851057e-11                        1.088588e-02                            9.334093e-03                            2.919644e-10                                2.054889e-10                    3.460431e-01                        3.999603e-01                        2.516122e-10                            1.833049e-10
262  o10_t1_cs_d2  o10_t2_mf_d2                      9.998700e-01                          9.999402e-01                          3.722447e-01                              6.687689e-01                        9.997507e-01                            9.999128e-01                            4.928829e-02                                1.624133e-01                    9.998690e-01                        9.999401e-01                        4.994738e-02                            1.648467e-01
263  o10_t1_cs_d2  o10_t2_rp_d1                      9.918901e-01                          9.921219e-01                          3.572790e-05                              2.969224e-05                        9.679652e-04                            7.427931e-04                            3.662879e-03                                3.063947e-03                    1.121374e-01                        1.135786e-01                        1.439745e-03                            1.023934e-03
264  o10_t1_cs_d2  o10_t2_rp_d2                      3.097841e-01                          5.368898e-01                          2.174419e-05                              2.746042e-05                        2.650434e-02                            2.766807e-02                            1.657011e-07                                1.824477e-07                    2.863312e-01                        4.851420e-01                        1.682405e-07                            1.860509e-07
265  o10_t2_ap_d1  o10_t2_ap_d2                      7.974791e-01                          7.704811e-01                          9.999435e-01                              9.998967e-01                        5.743692e-01                            5.473049e-01                            9.999999e-01                                1.000000e+00                    5.767079e-01                        5.486825e-01                        9.999999e-01                            1.000000e+00
266  o10_t2_ap_d1  o10_t2_mf_d1                      1.910139e-06                          1.433466e-06                          5.780871e-09                              4.697604e-09                        2.225389e-04                            2.358492e-04                            1.412974e-04                                1.427303e-04                    8.321510e-05                        9.755790e-05                        1.199202e-04                            1.248420e-04
267  o10_t2_ap_d1  o10_t2_mf_d2                      1.735803e-02                          2.090791e-02                          9.926761e-01                              9.970030e-01                        9.878189e-01                            9.965285e-01                            9.999602e-01                                9.999926e-01                    5.456333e-01                        7.095325e-01                        9.999601e-01                            9.999926e-01
268  o10_t2_ap_d1  o10_t2_rp_d1                      2.808989e-04                          1.606928e-04                          8.100609e-03                              4.868631e-03                        1.959555e-05                            1.861120e-05                            9.994383e-01                                9.995318e-01                    1.986339e-05                        1.875495e-05                        9.985471e-01                            9.985697e-01
269  o10_t2_ap_d1  o10_t2_rp_d2                      1.031094e-06                          1.479535e-06                          4.945686e-03                              4.504318e-03                        5.503381e-04                            7.119458e-04                            7.424818e-02                                1.124872e-01                    6.309599e-05                        1.379080e-04                        7.424059e-02                            1.124744e-01
270  o10_t2_ap_d2  o10_t2_mf_d1                      4.850831e-07                          4.270160e-07                          3.264619e-13                              4.853481e-13                        1.649199e-04                            1.950871e-04                            8.095847e-12                                5.239817e-12                    6.107958e-05                        8.024740e-05                        6.920207e-12                            4.643850e-12
271  o10_t2_ap_d2  o10_t2_mf_d2                      4.465927e-03                          6.321053e-03                          7.596137e-03                              3.322892e-02                        9.836319e-01                            9.958060e-01                            1.435501e-03                                4.920142e-03                    4.684841e-01                        6.676922e-01                        1.443860e-03                            4.975675e-03
272  o10_t2_ap_d2  o10_t2_rp_d1                      7.134959e-05                          4.787422e-05                          4.611997e-07                              5.054790e-07                        1.452117e-05                            1.539403e-05                            1.019305e-04                                7.836239e-05                    1.457941e-05                        1.542689e-05                        3.965350e-05                            2.596628e-05
273  o10_t2_ap_d2  o10_t2_rp_d2                      2.618478e-07                          4.407397e-07                          2.806848e-07                              4.674836e-07                        4.078810e-04                            5.889479e-04                            4.594708e-09                                4.652286e-09                    4.631198e-05                        1.134386e-04                        4.627198e-09                            4.713421e-09
274  o10_t2_mf_d1  o10_t2_mf_d2                      9.998919e-01                          9.999329e-01                          1.000000e+00                              1.000000e+00                        9.999973e-01                            9.999992e-01                            1.000000e+00                                1.000000e+00                    9.999307e-01                        9.999601e-01                        1.000000e+00                            1.000000e+00
275  o10_t2_mf_d1  o10_t2_rp_d1                      9.932477e-01                          9.911597e-01                          9.999993e-01                              9.999990e-01                        8.091328e-02                            7.312515e-02                            9.999999e-01                                9.999999e-01                    1.926917e-01                        1.612351e-01                        9.999998e-01                            9.999998e-01
276  o10_t2_mf_d1  o10_t2_rp_d2                      3.505650e-01                          5.079076e-01                          9.999988e-01                              9.999990e-01                        7.121315e-01                            7.512491e-01                            9.982411e-01                                9.988750e-01                    4.312405e-01                        5.856911e-01                        9.985067e-01                            9.990157e-01
277  o10_t2_mf_d2  o10_t2_rp_d1                      1.565717e-02                          7.470037e-03                          6.025023e-05                              1.470634e-05                        2.416431e-07                            6.483552e-08                            6.621669e-02                                1.560244e-02                    1.654095e-05                        7.677961e-06                        2.669292e-02                            5.165987e-03
278  o10_t2_mf_d2  o10_t2_rp_d2                      5.836712e-05                          6.928017e-05                          3.666897e-05                              1.360092e-05                        6.790070e-06                            2.481908e-06                            3.196166e-06                                9.409062e-07                    5.254266e-05                        5.646118e-05                        3.200105e-06                            9.425785e-07
279  o10_t2_rp_d1  o10_t2_rp_d2                      3.656250e-03                          9.121792e-03                          3.783402e-01                              4.804744e-01                        9.656355e-01                            9.745419e-01                            4.507023e-05                                5.936068e-05                    7.605727e-01                        8.802973e-01                        1.166726e-04                            1.814832e-04
